RPT_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,zipcode
10/16/2010,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
10/03/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10018
02/18/2017,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11211
01/25/2009,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11365
06/22/2009,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11434
06/06/2008,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,10455
09/02/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
03/23/2016,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10472
02/26/2006,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10469
06/18/2009,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10035
06/28/2011,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11377
08/06/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING,11692
02/09/2016,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11208
05/10/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11207
02/03/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11216
08/02/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10030
08/15/2006,ROBBERY,COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,11236
11/29/2011,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11210
05/15/2006,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10454
09/21/2013,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10472
10/13/2013,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11368
09/24/2016,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
10/04/2007,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11217
07/03/2009,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10466
03/17/2021,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,11223
02/27/2011,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
03/01/2011,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE-HOUSE,10467
11/23/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11238
05/12/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
11/27/2007,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11223
05/23/2009,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11433
10/30/2016,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
10/22/2021,OTHER STATE LAWS (NON PENAL LA,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10462
01/16/2008,BURGLARY,ATTEMPTED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11369
08/03/2011,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10456
11/15/2010,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11208
08/16/2006,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11214
05/11/2006,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11432
02/16/2017,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10025
08/23/2006,RAPE,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
10/28/2008,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11432
03/31/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE-HOUSE,10460
01/06/2009,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10039
11/07/2020,RAPE,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11432
03/29/2021,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - APT. HOUSE,10009
07/12/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
03/19/2013,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11213
03/07/2009,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10027
09/08/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10466
11/10/2010,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11213
05/31/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10460
12/18/2016,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11203
08/15/2018,DANGEROUS WEAPONS,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
12/25/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11694
06/13/2007,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10009
02/11/2016,FRAUDS,ATTEMPTED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11206
02/10/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,REAR OF,RESIDENCE-HOUSE,11356
09/08/2006,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11373
06/21/2007,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11214
05/13/2006,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10029
04/11/2013,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11211
01/14/2011,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10302
03/09/2021,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11214
03/26/2012,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11368
10/12/2012,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE - PUBLIC HOUSING,10305
05/26/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,10304
01/25/2021,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,11368
09/30/2012,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11232
12/01/2007,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10128
02/16/2014,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
03/25/2021,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10314
07/06/2016,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10454
01/14/2014,THEFT-FRAUD,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10025
10/18/2016,GRAND LARCENY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11432
05/20/2013,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10455
02/10/2021,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
05/03/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10466
01/14/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10461
12/10/2021,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
05/31/2017,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,10035
01/29/2007,THEFT-FRAUD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11234
06/22/2018,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10027
07/10/2008,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11434
08/09/2018,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10473
04/06/2011,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE-HOUSE,11421
11/06/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10034
06/26/2018,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10025
11/06/2006,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
01/07/2018,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10026
02/05/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
06/21/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11207
05/09/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10463
04/16/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11377
07/09/2010,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11233
03/08/2008,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11433
09/12/2018,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10454
01/23/2020,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
08/17/2012,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11691
05/11/2014,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,11423
10/25/2008,KIDNAPPING & RELATED OFFENSES,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11218
01/11/2011,BURGLARY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
02/08/2017,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10069
07/24/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11212
02/05/2008,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11235
03/12/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10456
11/07/2008,ROBBERY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
03/21/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11418
09/21/2020,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
12/19/2008,DANGEROUS DRUGS,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10040
12/18/2011,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10461
12/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10451
06/19/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11223
08/21/2006,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10455
07/14/2021,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
01/19/2016,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11209
08/20/2008,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10456
05/17/2011,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11233
10/01/2015,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10301
07/09/2014,OTHER OFFENSES RELATED TO THEF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11209
09/19/2007,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11219
01/17/2018,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11101
11/03/2011,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11385
04/30/2011,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11207
05/02/2012,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11236
01/18/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10022
03/15/2008,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11236
10/22/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10025
06/09/2006,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10026
08/14/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10002
03/03/2020,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10039
11/28/2008,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11223
11/08/2012,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10029
12/03/2009,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10128
08/01/2010,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10471
05/04/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11691
10/07/2014,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10029
11/19/2018,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11217
05/30/2018,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11355
02/23/2017,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10009
05/25/2006,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11212
10/01/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11203
08/09/2011,FORGERY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10038
01/01/2007,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11420
12/05/2012,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11206
12/11/2010,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10036
03/02/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11208
09/01/2009,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11434
03/12/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11207
06/29/2007,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,11435
08/26/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10036
05/19/2009,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
02/22/2017,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
12/16/2020,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10462
06/23/2020,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11212
03/18/2008,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11213
02/26/2015,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11206
06/25/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10455
11/27/2021,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10024
11/28/2006,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10022
03/09/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10467
11/29/2013,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,11233
01/29/2009,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11218
05/18/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11239
01/26/2017,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11224
04/21/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
04/10/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10031
08/05/2016,ROBBERY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10466
12/06/2014,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11355
05/26/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11237
11/19/2009,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,11422
06/13/2016,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE-HOUSE,11223
06/19/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10002
03/01/2011,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10009
07/07/2006,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10462
01/09/2020,DANGEROUS WEAPONS,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11207
08/05/2012,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11208
07/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10009
04/30/2017,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10021
09/17/2014,GRAND LARCENY,ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11235
08/15/2021,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10040
11/11/2014,FELONY ASSAULT,ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11233
08/25/2017,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10454
05/27/2010,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
04/23/2017,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11210
10/17/2008,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11216
06/06/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,11357
07/26/2017,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
09/20/2013,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10009
08/21/2010,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11237
02/13/2008,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11225
01/10/2006,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11419
09/02/2013,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11205
11/18/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10035
01/18/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
11/10/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10459
